INSTNM,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
High Tech High Graduate School of Education,100,100,5.893300019,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.05916563
North Seattle College,85.36753514,99.60853992,100,100,100,100,81.66192934,71.52602467,63.54013143,137.0123726,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89.97888158,77.26754619,100,97.06134253
Dixie State College of Utah,100,66.6956496,98.40459299,100,100,100,100,73.58739591,67.34836184,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.06362501
Lander University,323.0435901,44.74338382,5.330921969,100,71.43458244,100,68.81308979,55.12180577,102.3354107,36.35601281,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.09933742
Columbia College Hollywood,100,100,100,100,100,100,100,100,7.291222392,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.1028507
Saint Augustine College,100,100,100,100,100,100,100,100,78.2828759,29.41242917,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.11547828
Bluefield College,4.77618965,63.06113443,80.8498185,100,100,100,100,100,205.9536567,59.41033311,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.64354103,100,100,97.17795854
University of California-Davis,51.16566811,78.44345324,80.05123715,100,48.23700131,134.5498456,69.39929678,37.25064079,5.35015062,26.10355685,17.78513065,100,261.9793032,288.353023,33.83917741,100,100,7.281665749,53.36705827,498.6524939,100,100,48.05959001,19.79536992,22.20185747,5.599707583,147.0519231,100,100,18.06111703,14.64939567,342.7950355,97.18820934
Niagara University,19.52640776,67.11868019,161.9753977,100,56.68825767,100,100,72.78841517,61.74348483,100,100,100,100,100,100,100,100,52.78958747,284.2297205,100,100,100,100,100,100,100,100,100,100,92.89462971,40.64838126,100,97.20009257
Stevens Institute of Technology,38.65973428,49.67518102,63.56322597,100,94.13084752,100,57.29199351,10.62284641,50.84023014,59.32747725,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20.64929873,48.23815696,517.9888453,97.21836991
Mercy College of Health Sciences,100,83.44527449,98.27158976,100,100,100,100,53.50139512,100,75.84525785,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.22073491
Charlotte School of Law,100,100,100,100,100,100,100,100,50.48097428,60.95260675,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.23229941
Moody Bible Institute,75.08329502,99.33340722,100,100,7.283482769,100,243.494231,57.27432521,92.79094399,36.27471419,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.23544998
Nevada State College,53.45836119,98.75487869,99.61000614,100,100,100,100,100,100,60.32274682,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.25456228
Duquesne University,70.46352181,45.39401495,151.3890567,100,34.59583207,100,0.473243784,50.53782573,69.56541612,60.43116326,49.11428368,100,100,100,100,100,100,156.3604463,302.9287281,100,279.6373302,100,100,74.12290849,32.77904963,100,100,100,100,47.98460749,86.88949279,100,97.27084129
New England Institute of Technology,100,100,100,100,100,100,100,100,12.71549163,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.27235911
ITT Technical Institute-Oklahoma City,100,100,100,100,100,100,100,100,12.76780451,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.27399389
Bryant & Stratton College-Buffalo,100,93.44252578,100,100,100,100,100,100,19.63802291,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28376715
University of West Alabama,100,91.23245217,75.78395059,100,100,100,81.33097577,100,64.83569969,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.28697119
Wilmington University,100,99.6913121,100,100,100,100,100,94.79777902,94.70383309,40.97978479,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.09779457,91.03710223,100,97.29086268
ITT Technical Institute?West Covina,100,100,100,100,100,100,100,100,13.55823305,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.29869478
Hallmark College of Technology/Hallmark College of Aeronautics,100,100,100,100,100,100,100,100,13.82460329,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.30701885
Marywood University,148.6537291,5.695352984,177.852093,100,74.80883223,100,63.33833343,100,76.98180263,87.04118343,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,79.96567312,100,100,97.32303125
Saint Gregory's University,100,42.01812268,72.75858685,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.33677217
ITT Technical Institute-Kansas City,100,100,100,100,100,100,135.4113805,69.37935798,50.73195769,60.13683074,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.36436022
College of Menominee Nation,100,100,97.39906106,100,100,100,100,100,18.58806743,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.37459777
University of Phoenix-Michigan,100,94.70357851,100,100,100,100,100,78.51788104,74.03689971,68.7766918,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.37609535
ITT Technical Institute-Strongsville,100,100,100,100,100,100,100,100,16.27493719,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.38359179
City College-Fort Lauderdale,100,90.56173154,100,100,100,100,100,100,76.86676642,50.38075538,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.43153917
Inter American University of Puerto Rico-Bayamon,19.64200566,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.48881268
International Academy of Design and Technology,100,100,100,100,100,100,100,100,19.70882642,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.49090083
Providence College,64.99458595,172.051642,403.8616136,100,35.65005742,100,12.25924508,60.54387668,56.08391294,62.69687985,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16.09227086,35.95777706,100,97.50599567
Chipola College,100,100,100,100,100,100,100,100,20.25916499,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.50809891
ITT Technical Institute-Akron,100,20.36224079,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.51132002
Westwood College-Denver North,100,90.8870395,100,100,100,100,100,53.57788295,77.66409754,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.56653187
Fort Hays State University,38.506671,78.28439509,56.69063468,100,62.93207344,490.7012653,84.58675249,50.09550163,39.92022667,79.03050734,81.46027725,100,1.291728006,100,237.0668237,100,100,29.9481474,17.4425744,100,100,100,272.8801737,24.57543894,100,100,38.26379559,100,100,57.88597904,80.89324971,100,97.57675673
University of Phoenix-Phoenix-Hohokam Campus,100,100,100,100,100,100,100,100,100,22.76320884,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.58635028
Saint Thomas Aquinas College,256.6997785,109.9401564,112.21559,100,104.7782512,100,25.49460158,7.213818833,6.442880186,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.58703365
Philadelphia College of Osteopathic Medicine,100,100,100,100,100,100,100,100,93.33293227,30.02056257,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.60479671
University of Phoenix-Central Valley Campus,100,100,100,100,100,100,100,100,100,23.70789626,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.61587176
ITT Technical Institute-Arnold,100,100,100,100,100,100,100,100,23.81986874,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.6193709
Thomas University,100,78.12487364,100,100,100,100,100,100,46.38397822,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.64090162
Sam Houston State University,60.82335414,63.78277875,94.83872169,100,60.64079754,100,83.63401502,64.67384003,77.16564541,70.31242969,100,100,43.40381746,100,377.2025338,100,100,100,100,100,100,100,100,100,100,100,100,100,100,35.90533151,96.61870102,97.34777683,97.69842947
Lake-Sumter State College,100,100,99.32678927,100,100,100,100,27.55571791,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.71507835
Edison State College,100,88.49517297,98.13389462,100,86.77412799,100,90.37594219,72.30181942,97.98583023,93.45330666,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.73500294
Colorado Technical University,100,100,100,100,100,100,100,100,27.72799443,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.74149983
College of Southern Nevada,81.98473926,96.92750817,99.74525807,100,99.03039953,100,95.76671043,94.92355419,96.30848544,68.32370079,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.22888478,96.50152002,100,97.77314877
ITT Technical Institute-Waco,100,28.76494833,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.77390464
Concordia College,100,100,100,100,100,100,100,100,29.15025693,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.78594553
Kansas Christian College,100,29.68155304,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.80254853
University of Phoenix-Utah Campus,100,100,100,100,100,100,100,100,100,30.02056257,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.81314258
Saint Mary-of-the-Woods College,100,98.84683635,81.21806267,100,100,100,100,100,109.1542427,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40.9595517,100,100,97.81808417
LIM College,100,73.76415395,89.43460728,100,100,100,5.345124461,203.184825,77.95285836,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80.81084999,100,100,97.82788809
ITT Technical Institute-San Antonio,100,100,100,100,100,100,100,100,31.54517783,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.86078681
University of Puerto Rico-Aguadilla,100,100,100,100,100,100,100,100,83.93026162,47.7682316,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.86557791
Saint Catharine College,36.63080917,63.44736951,6.118809162,100,17.65784499,100,100,38.3989911,428.5847928,41.76037474,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.89371848
ITT Technical Institute-Maumee,100,49.15435374,84.07425077,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.91339389
The Baptist College of Florida,121.2603402,100,100,100,100,100,100,100,12.94998733,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.94407274
West Virginia School of Osteopathic Medicine,100,93.95801278,100,100,100,100,100,100,40.76426113,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.96007106
Molloy College,100,100,63.08697605,100,100,100,85.84417867,100,95.55610097,90.37060842,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.96430825
University of Puerto Rico-Carolina,100,100,100,100,100,100,230.3125649,49.07261912,3.712586305,51.85157466,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.96716703
University of Alabama at Birmingham,15.17511817,50.85158715,66.40597075,164.1113618,78.85515037,100,6.306401022,59.74323775,68.96944523,65.5613071,52.89001812,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,51.07978587,47.981269,507.2092992,97.97312349
Westwood College-Northlake,100,89.05640064,100,100,100,100,100,100,46.3543888,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.98158717
ITT Technical Institute-Fort Wayne,100,100,100,100,100,100,100,100,36.300231,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.00938222
University of California-Santa Barbara,22.39700504,127.3236628,72.3437684,100,82.4240974,578.3105919,20.35337751,114.3670353,24.39888899,59.86739318,27.73655024,100,22.45685367,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.168264707,81.71620769,100,98.02699053
Robert Morris University,226.0461305,45.73228048,117.4344551,100,86.30388359,100,90.0337599,71.31701371,81.2279498,93.22053972,91.80521505,100,100,100,100,100,100,20.78848964,203.7545187,100,100,100,100,100,100,100,100,100,100,34.64555303,75.29106557,100,98.05002671
ITT Technical Institute-Indianapolis,100,100,100,100,100,100,100,46.14255064,92.16713558,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.07217769
Strayer University-Arkansas,100,100,100,100,100,100,100,100,38.46986821,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.07718338
Purdue University-North Central Campus,88.66043295,99.39326861,100,100,100,100,100,89.77494498,61.3353726,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.0988756
Columbia College-Hollywood,100,39.17238637,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.09913707
Bethesda University of California,100,100,100,100,100,100,100,100,39.26339181,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.10198099
University of Pikeville,229.0977406,80.48817665,32.04333507,100,59.51453704,100,100,69.57273794,1.731351233,59.92008537,41.74315366,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,265.1957314,100,98.10333903
Silver Lake College,100,100,39.61486751,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.11296461
ITT Technical Institute-Canton,100,100,100,100,100,100,100,100,39.92222034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.12256939
South Baylo University,100,94.64348945,98.32224684,100,100,100,100,100,47.48468531,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.13907568
Saint Johns River State College,100,99.63218204,100,100,88.1604502,100,100,100,100,53.11619424,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.15340083
Arizona College-Mesa,100,40.98273202,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.15571038
Lourdes College,100,90.99464031,94.35872643,100,100,100,100,100,55.85565509,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.16278193
Dewey University-Hato Rey,100,100,100,100,100,100,100,100,41.30081674,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.16565052
Mercy College of Northwest Ohio,65.08288191,77.9178151,98.61669439,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.17554348
Rochester College,100,95.48450369,95.7570018,100,100,100,100,61.95087404,193.2887349,64.02710155,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,31.10955028,100,98.1755552
Indian River State College,97.6679981,99.81283693,100,100,87.95096129,100,94.15485825,89.48599729,85.01457764,100,92.96920993,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.40291657,96.37708848,100,98.18238889
Columbia Basin College,91.79319582,93.8524496,99.72492561,100,92.93281728,100,100,92.59980351,98.92373782,72.01444079,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.18254283
ITT Technical Institute-Tampa,100,100,100,100,100,100,100,100,41.93199075,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.18537471
Calumet College of Saint Joseph,100,100,100,100,100,100,100,100,42.90964321,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.21592635
Daymar College-Bellevue,100,43.34342274,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.22948196
ITT Technical Institute?Phoenix,100,100,100,100,100,100,100,100,43.37145647,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.23035801
City College,100,100,100,100,100,100,100,100,43.58323115,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.23697597
Western Michigan University,243.0667366,108.0805937,36.67050275,101.9435432,35.22052896,227.9083275,22.99459544,27.74085735,24.79168834,56.34804128,378.5647794,100,43.77123756,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,11.0464971,25.75462369,100,98.24695477
Evangel University,100,83.87383949,88.38270773,100,100,100,24.45649438,63.76411241,160.8668718,139.8102217,21.15600762,100,100,100,100,100,100,52.59492467,283.7401895,100,100,100,100,146.4475553,100,100,100,100,100,72.47873275,6.353875293,100,98.2476729
Strayer University-Ohio,100,100,100,100,100,100,100,100,45.0814421,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.28379507
Indiana University-Purdue University-Fort Wayne,71.68025447,71.71500473,81.7275758,272.3010449,15.99971098,202.2642147,88.16946883,71.62629705,72.76453585,70.4920221,90.51314926,100,100,100,100,100,100,76.10279007,100,100,100,100,100,100,100,100,100,100,100,89.22504299,70.66899694,100,98.2890659
University of Phoenix-Columbus Georgia Campus,100,100,100,100,100,100,100,100,45.32854472,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.29151702
Jewish Theological Seminary of America,100,62.59811,82.96010371,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.29869418
Baptist Bible College and Graduate School,100,100,94.18804535,100,100,100,100,100,51.59988691,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.30587288
Gulf Coast Community College,48.57623562,97.24853586,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.30702411
ITT Technical Institute-Norwood,100,100,96.75832871,100,100,100,100,100,49.26625914,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.31326837
South College,100,100,96.77180759,100,100,100,100,100,49.47721025,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.32028181
Strayer University-Delaware,100,100,100,100,100,100,100,100,46.39434862,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.32482339
ITT Technical Institute-Madison,100,46.69408053,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.33419002
Virginia University of Oriental Medicine,100,46.97913892,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.34309809
Franklin W. Olin College of Engineering,100,100,47.51231945,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.35975998
Gulf Coast State College,70.27024949,93.63715641,99.50176142,100,100,100,100,100,84.40464504,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.36918164
San Ignacio College,100,47.81631042,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.3692597
University of Portland,10.52519368,18.01423854,117.7274654,100,12.48230335,100,100,54.6990005,10.68579624,139.8427295,69.70689222,100,100,100,100,100,100,128.9234148,91.89610398,100,502.6783358,100,100,84.86072216,60.07097015,100,100,100,100,92.67498556,53.17059048,100,98.3737107
Cornerstone University,100,88.71668342,88.61223849,100,100,100,70.63497163,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.37387167
Northern State University,100,100,100,100,100,100,100,100,48.12319617,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.37884988
Roseman University of Health Sciences,100,91.64357268,100,100,100,100,100,100,100,100,56.9548083,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.39369941
Sojourner-Douglass College,100,100,100,100,34.43424791,100,100,181.5378882,100,33.08760196,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.40811681
College of Saint Mary Magdalen,100,100,49.08981804,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.40905681
United States Sports Academy,100,49.38507703,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.41828366
New York Medical College,100,100,100,100,100,100,100,100,49.58202931,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.42443842
Bryant and Stratton College-Buffalo,100,94.65503988,100,100,100,100,150.3863363,100,4.804148234,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.43267264
Lyon College,100,99.54943211,91.21492698,100,8.86812367,100,100,100,198.4317337,61.66636554,90.57842065,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.44715633
Peninsula College,100,100,100,100,20.88574503,100,100,58.57889523,93.97583989,100,176.9859396,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.45082562
SUNY College of Optometry,100,100,100,100,100,100,100,100,51.41097739,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.48159304
Brown College-Mendota Heights,100,100,100,100,100,100,100,100,51.64718797,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.48897462
Taft University System,100,100,100,100,100,100,100,100,52.04251432,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.50132857
Fitchburg State College,100,100,100,100,100,100,34.05272558,232.1451531,51.81944091,34.58042044,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.51867938
University of St. Thomas,44.08050146,28.16423713,92.56705816,100,68.98173734,100,100,100,62.20979785,22.83019421,334.3906231,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.53825466
Brandman University,100,100,100,100,100,100,100,100,100,53.28257178,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.54008037
Atlantic Institute of Oriental Medicine,100,53.71939568,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.55373111
ECPI University,100,97.23613612,100,100,100,100,56.84197605,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.56494101
Dixie State University,92.99795821,41.92939,77.9974983,100,87.94056549,100,100,87.37231108,67.86067504,100,78.8894315,100,100,100,100,100,100,6.354300498,33.72797134,100,100,478.1600804,100,100,100,100,100,100,100,66.43231101,34.731328,100,98.5748069
Middle Tennessee State University,76.28748856,30.17288394,84.95556608,100,48.4148664,100,37.79598519,7.401341113,25.48111333,0.781397448,89.67976724,100,12.76913076,36.10864348,87.62999441,100,100,16.98418047,128.8125621,100,100,100,315.1313626,16.02905434,9.065711034,50.65303267,100,839.9200663,100,54.28617332,86.70516052,100,98.59579629
Palm Beach State College,97.92001869,99.88870916,100,100,100,100,84.35963676,100,99.18167712,76.9483131,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.76861831,100,98.59584291
Campbell University Inc,100,100,100,100,100,100,57.6066012,100,97.90807089,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.6098335
Metropolitan State University of Denver,23.28758098,70.69887909,96.6604975,100,80.24790744,100,40.1366189,22.43937306,63.90341496,73.54381956,48.13464477,100,5.544587937,128.0091709,100,100,100,8.873263611,45.24189202,703.3824939,100,100,100,100,100,100,100,100,100,90.18207784,55.45697542,100,98.61697494
SUNY College at New Paltz,100,100,100,100,182.5380463,100,41.25880185,26.79352724,22.93644554,100,182.6258455,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.62977083
Mount Saint Joseph University,100,28.72959611,42.70393563,100,100,100,100,100,4.810426187,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,204.0791748,175.9159411,100,98.63247106
University of Cincinnati-Raymond Walters College,100,100,100,100,100,100,100,66.25752491,90.18519311,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.63883494
ITT Technical Institute-San Antonio East,100,56.51359201,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.64104975
University of the Incarnate Word,39.73722085,59.42627802,66.16703527,494.1763042,74.0527456,100,43.35695763,68.30176136,32.82431711,14.37554247,84.85939809,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,79.3643637,100,100,98.64506013
Bethany Lutheran College,100,47.96303119,40.04336022,100,100,100,100,100,218.8570442,40.77788809,109.4397901,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.65878481
Saint Michaels College,100,100,100,100,100,100,100,100,57.67371855,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.6773037
Texas A&M University-San Antonio,100,95.15607889,99.62069971,100,100,100,100,100,94.06376504,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,68.99970843,100,100,98.68250788
Atlanta Christian College,100,61.23205857,96.9643,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.69363621
Fielding Graduate University,100,100,100,100,100,100,100,100,58.38790775,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.69962212
University of St Augustine for Health Sciences,100,100,100,100,100,100,100,100,60.09612172,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.7530038
University of Phoenix-Atlanta Campus,100,100,100,100,100,100,100,100,60.23758625,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.75742457
